Name,Set code,Set name,Collector number,Foil,Rarity,Quantity,ManaBox ID,Scryfall ID,Purchase price,Misprint,Altered,Condition,Language,Purchase price currency,Added 
Zuko's Offense,TLE,Avatar: The Last Airbender Eternal,247,foil,common,1,108301,efc6eea1-9872-47e5-a3bc-3c8c1b9705be,0.39,false,false,near_mint,en,AUD,2026-09-05T12:17:33.372Z
Zuko's Exile,TLA,Avatar: The Last Airbender,3,foil,common,2,109489,9090b055-3406-4fed-a8c6-3f6353a9600e,0.5,false,false,near_mint,en,AUD,2026-09-05T12:17:33.373Z
Baboon Spirit,TLE,Avatar: The Last Airbender Eternal,89,foil,rare,1,109742,8b5a7f24-63df-40fa-9200-c862544b0ffa,0.68,false,false,near_mint,en,AUD,2026-09-05T12:17:33.374Z
Barrels of Blasting Jelly,TLA,Avatar: The Last Airbender,254,foil,common,1,108208,4fd83083-3779-41f0-90a0-a00e3270e4e6,0.42,false,false,near_mint,en,AUD,2026-09-05T12:17:33.375Z
Bender's Waterskin,TLA,Avatar: The Last Airbender,255,foil,common,1,108223,6d4a1712-d19e-4475-9614-a0b1af4da610,6.82,false,false,near_mint,en,AUD,2026-09-05T12:17:33.376Z
Beetle-Headed Merchants,TLA,Avatar: The Last Airbender,86,foil,common,3,108273,c2eed79f-38c1-4aac-9525-d54cb114f17f,0.28,false,false,near_mint,en,AUD,2026-09-05T12:17:33.377Z
Air Nomad Legacy,TLA,Avatar: The Last Airbender,206,foil,uncommon,1,109635,10874416-fa4c-4aa3-b885-4351d011d208,0.42,false,false,near_mint,en,AUD,2026-09-05T12:17:33.378Z
Airbending Lesson,TLA,Avatar: The Last Airbender,8,foil,common,1,108292,e2bcd0a6-e94d-4a21-a334-a57459c1b8cc,0.42,false,false,near_mint,en,AUD,2026-09-05T12:17:33.379Z
Avatar's Wrath,TLA,Avatar: The Last Airbender,12,foil,rare,1,109423,4811072d-fac0-40dd-a5cf-9694d51b12cf,7.08,false,false,near_mint,en,AUD,2026-09-05T12:17:33.384Z
Aang's Defense,TLE,Avatar: The Last Airbender Eternal,211,foil,common,1,108220,642e1b90-c240-44fe-82b2-7522026224ae,0.43,false,false,near_mint,en,AUD,2026-09-05T12:17:33.386Z
Aang's Journey,TLA,Avatar: The Last Airbender,1,foil,common,1,108119,5e51f727-5a9b-4bc7-83a9-dbcf1c933e15,0.4,false,false,near_mint,en,AUD,2026-09-05T12:17:33.387Z
Aardvark Sloth,TLE,Avatar: The Last Airbender Eternal,212,foil,common,1,108290,e16365a2-4969-4ad5-af95-9dd2d0499f06,0.32,false,false,near_mint,en,AUD,2026-09-05T12:17:33.388Z
"Aang, the Last Airbender",TLA,Avatar: The Last Airbender,4,foil,uncommon,2,108175,245e008c-e073-443f-9592-6f628c0026ec,0.37,false,false,near_mint,en,AUD,2026-09-05T12:17:33.389Z
Walltop Sentries,TLA,Avatar: The Last Airbender,202,foil,common,2,109818,e55f1c63-58f6-4e2b-aaeb-f2d5faca47a2,0.32,false,false,near_mint,en,AUD,2026-09-05T12:17:33.360Z
Water Tribe Captain,TLA,Avatar: The Last Airbender,41,foil,common,2,109632,0a0cdf97-1927-47c6-8ef1-29969e3567ee,0.22,false,false,near_mint,en,AUD,2026-09-05T12:17:33.362Z
Wolf Cove Villager,TLE,Avatar: The Last Airbender Eternal,221,foil,common,2,108233,7dbeced9-d27d-476c-92d4-3c14d8a40458,0.3,false,false,near_mint,en,AUD,2026-09-05T12:17:33.367Z
Yuyan Archers,TLA,Avatar: The Last Airbender,161,foil,common,2,108250,99244462-a996-4a5b-91fb-947045647d6d,0.19,false,false,near_mint,en,AUD,2026-09-05T12:17:33.370Z
Airship Engine Room,TLA,Avatar: The Last Airbender,265,foil,common,2,109375,0b98ba34-f251-4bd0-9d75-1d4445be5cfd,0.39,false,false,near_mint,en,AUD,2026-09-05T12:17:33.380Z
Azula Always Lies,TLA,Avatar: The Last Airbender,84,foil,common,2,108194,416b9207-a2af-44d1-9b87-4943f6e46d42,0.3,false,false,near_mint,en,AUD,2026-09-05T12:17:33.382Z
Acrobatic Leap,TLE,Avatar: The Last Airbender Eternal,151,foil,common,1,109764,a8b4bc34-cc8d-41d0-88ee-f40ec95cc0b8,0.35,false,false,near_mint,en,AUD,2026-09-05T12:20:02.351Z
Accumulate Wisdom,TLA,Avatar: The Last Airbender,44,foil,uncommon,1,109763,a6335319-6c92-40d4-ab2d-c06c79049c30,0.82,false,false,near_mint,en,AUD,2026-09-05T12:20:02.352Z
Omashu City,TLA,Avatar: The Last Airbender,275,foil,common,1,109535,c21e413b-96ed-4ded-b567-f1647074ce5f,0.32,false,false,near_mint,en,AUD,2026-09-05T12:20:02.354Z
"Nyla, Shirshu Sleuth",TLE,Avatar: The Last Airbender Eternal,109,foil,rare,1,109817,e4760b87-b109-496a-98d1-353f67c265b8,0.54,false,false,near_mint,en,AUD,2026-09-05T12:20:02.355Z
Origin of Metalbending,TLA,Avatar: The Last Airbender,187,foil,common,1,109400,25749f9a-260d-4bdc-bd28-429c12faa4a5,2.65,false,false,near_mint,en,AUD,2026-09-05T12:20:02.356Z
Otter-Penguin,TLA,Avatar: The Last Airbender,67,foil,common,1,108200,480b6279-bb34-4b3f-a639-868b52af92b9,0.32,false,false,near_mint,en,AUD,2026-09-05T12:20:02.357Z
"Pipsqueak, Rebel Strongarm",TLE,Avatar: The Last Airbender Eternal,82,foil,uncommon,1,109719,6ee743f6-0c8b-4fbc-a0ef-0b9933b77617,0.4,false,false,near_mint,en,AUD,2026-09-05T12:20:02.358Z
Pirate Peddlers,TLA,Avatar: The Last Airbender,115,foil,common,1,109919,5c998994-6c3b-4f34-9b31-babba2b17266,0.26,false,false,near_mint,en,AUD,2026-09-05T12:20:02.363Z
Platypus-Bear,TLA,Avatar: The Last Airbender,236,foil,common,3,109474,7ebf742a-3995-4b22-9dc7-b05f57889683,0.26,false,false,near_mint,en,AUD,2026-09-05T12:20:02.364Z
Purple Pentapus,TLE,Avatar: The Last Airbender Eternal,233,foil,common,1,108274,c3ec1b6e-2f63-4b84-a101-8764c3e6d0f2,0.54,false,false,near_mint,en,AUD,2026-09-05T12:20:02.367Z
Rabaroo Troop,TLA,Avatar: The Last Airbender,32,foil,common,1,108219,62a983b4-ac73-4949-9317-05a75a8ce164,0.36,false,false,near_mint,en,AUD,2026-09-05T12:20:02.368Z
Roku's Mastery,TLE,Avatar: The Last Airbender Eternal,243,foil,uncommon,1,108277,c6d9145b-cef7-4e39-8f62-0e5a6a1f08a3,0.53,false,false,near_mint,en,AUD,2026-09-05T12:20:02.371Z
Rocky Rebuke,TLA,Avatar: The Last Airbender,193,foil,common,1,108211,52fd910f-6d42-41f5-a4be-f375aa254ea2,0.33,false,false,near_mint,en,AUD,2026-09-05T12:20:02.372Z
Run Amok,TLE,Avatar: The Last Airbender Eternal,258,foil,common,1,108241,8ba7c131-68c6-4ab1-a192-0cfa77d85645,0.43,false,false,near_mint,en,AUD,2026-09-05T12:20:02.374Z
Sandbenders' Storm,TLA,Avatar: The Last Airbender,34,foil,common,3,109779,b3bf4a25-4329-4318-870a-2b06aa620dc4,0.33,false,false,near_mint,en,AUD,2026-09-05T12:20:02.377Z
Abandon Attachments,TLA,Avatar: The Last Airbender,205,foil,common,2,108228,74ca45a4-97ab-4255-9129-884e8b42b984,0.62,false,false,near_mint,en,AUD,2026-09-05T12:20:02.349Z
Pillar Launch,TLA,Avatar: The Last Airbender,189,foil,common,4,108303,f177e9cc-0c41-417d-9215-5ff23a1a0657,0.32,false,false,near_mint,en,AUD,2026-09-05T12:20:02.359Z
Pretending Poxbearers,TLA,Avatar: The Last Airbender,237,foil,common,2,108282,d1af91a5-8681-4a05-910d-96f7a819bfaa,0.24,false,false,near_mint,en,AUD,2026-09-05T12:20:02.365Z
Rebellious Captives,TLA,Avatar: The Last Airbender,191,foil,common,2,108293,e64a4a8b-323c-4c8b-92af-1a3295799e65,0.21,false,false,near_mint,en,AUD,2026-09-05T12:20:02.369Z
Saber-Tooth Moose-Lion,TLA,Avatar: The Last Airbender,194,foil,common,2,108266,b15f302d-c451-4e79-a5af-75ee3ba4cadf,0.32,false,false,near_mint,en,AUD,2026-09-05T12:20:02.375Z
Kick in the Door,AFR,Adventures in the Forgotten Realms,153,normal,common,1,60178,222102d0-fed3-41fd-87b0-f6d22766d7fd,0.33,false,false,near_mint,en,AUD,2026-09-05T12:28:19.451Z
Jaded Sell-Sword,AFR,Adventures in the Forgotten Realms,152,normal,common,1,60526,ff5219c0-fb43-47b1-b682-131ba7c70990,0.21,false,false,near_mint,en,AUD,2026-09-05T12:28:19.452Z
Improvised Weaponry,AFR,Adventures in the Forgotten Realms,150,normal,common,1,60185,29d5fd00-c616-4079-a91e-4da0bcaf9120,0.22,false,false,near_mint,en,AUD,2026-09-05T12:28:19.453Z
Rust Monster,AFR,Adventures in the Forgotten Realms,161,normal,uncommon,1,60270,6a7c6b2c-9ba0-4fc1-9922-0988acf2dfde,0.06,false,false,near_mint,en,AUD,2026-09-05T12:28:19.465Z
Baleful Beholder,AFR,Adventures in the Forgotten Realms,89,normal,common,1,60477,e52d6ef6-d8a3-4288-8917-4c0a179ed4e0,0.25,false,false,near_mint,en,AUD,2026-09-05T12:28:19.467Z
Eyes of the Beholder,AFR,Adventures in the Forgotten Realms,101,normal,common,1,60216,3f9e5402-690f-497d-ada3-aa41fa900fdd,0.22,false,false,near_mint,en,AUD,2026-09-05T12:28:19.468Z
Reaper's Talisman,AFR,Adventures in the Forgotten Realms,117,normal,uncommon,1,60335,93b68168-e77d-4745-9393-726ef9fb72ec,0.37,false,false,near_mint,en,AUD,2026-09-05T12:28:19.471Z
Devour Intellect,AFR,Adventures in the Forgotten Realms,97,normal,common,1,60162,13c34f2d-2eac-4241-8b23-9cab3268c254,0.24,false,false,near_mint,en,AUD,2026-09-05T12:28:19.472Z
Manticore,AFR,Adventures in the Forgotten Realms,113,normal,common,1,60211,3b3d9117-724a-4b67-be27-142b9c283788,0.14,false,false,near_mint,en,AUD,2026-09-05T12:28:19.476Z
Clattering Skeletons,AFR,Adventures in the Forgotten Realms,93,normal,common,1,60144,09ac0b2b-d4d3-4977-b241-7788239362de,0.21,false,false,near_mint,en,AUD,2026-09-05T12:28:19.478Z
Rimeshield Frost Giant,AFR,Adventures in the Forgotten Realms,310,normal,common,1,60493,ed6f1fc7-be88-46a3-8bd9-3f16332c2bd8,0.14,false,false,near_mint,en,AUD,2026-09-05T12:28:19.483Z
Rimeshield Frost Giant,AFR,Adventures in the Forgotten Realms,69,normal,common,1,60295,767b499e-3bdb-4809-b430-6e965bd100d4,0.17,false,false,near_mint,en,AUD,2026-09-05T12:28:19.484Z
Eccentric Apprentice,AFR,Adventures in the Forgotten Realms,57,normal,uncommon,1,60212,3baa08ac-9a94-4e22-91bb-c6966cd0a0de,0.36,false,false,near_mint,en,AUD,2026-09-05T12:28:19.485Z
Shocking Grasp,AFR,Adventures in the Forgotten Realms,72,normal,common,1,60377,ab95fe13-c09b-4eed-aeae-fb1c5b6eb476,0.28,false,false,near_mint,en,AUD,2026-09-05T12:28:19.486Z
Pixie Guide,AFR,Adventures in the Forgotten Realms,66,normal,common,1,60429,c65631b9-ca62-4851-9eca-9c760fb1a177,0.25,false,false,near_mint,en,AUD,2026-09-05T12:28:19.487Z
Pixie Guide,AFR,Adventures in the Forgotten Realms,309,normal,common,1,60253,5c2074a9-8b6f-4904-bb8c-ae705d31f2f1,0.18,false,false,near_mint,en,AUD,2026-09-05T12:28:19.488Z
Mordenkainen's Polymorph,AFR,Adventures in the Forgotten Realms,65,normal,common,2,60387,b6551442-d74c-4f16-a9de-0cfdc88208a5,0.26,false,false,near_mint,en,AUD,2026-09-05T12:28:19.489Z
Arcane Investigator,AFR,Adventures in the Forgotten Realms,46,normal,common,1,60464,dc457520-9947-4f65-bbe7-9b95bd2c23af,0.26,false,false,near_mint,en,AUD,2026-09-05T12:28:19.490Z
Secret Door,AFR,Adventures in the Forgotten Realms,71,normal,common,1,60197,3191e400-aa4e-4955-aca0-ecbe63ea240f,0.26,false,false,near_mint,en,AUD,2026-09-05T12:28:19.491Z
Fly,AFR,Adventures in the Forgotten Realms,59,normal,uncommon,1,60499,f1a91cc6-67e1-4f1b-86e2-eb388a75d6ad,0.4,false,false,near_mint,en,AUD,2026-09-05T12:28:19.492Z
Devoted Paladin,AFR,Adventures in the Forgotten Realms,11,normal,common,1,60204,3620ed96-1d15-4942-b9e5-9f9a64b0cab4,0.19,false,false,near_mint,en,AUD,2026-09-05T12:28:19.493Z
Rally Maneuver,AFR,Adventures in the Forgotten Realms,36,normal,uncommon,1,60334,926ce53e-8e30-4018-a9e7-7266791b5d27,0.1,false,false,near_mint,en,AUD,2026-09-05T12:28:19.494Z
Plate Armor,AFR,Adventures in the Forgotten Realms,32,normal,uncommon,1,60379,ad447e50-cfb1-40df-ae01-a65c46f2f572,0.26,false,false,near_mint,en,AUD,2026-09-05T12:28:19.495Z
Steadfast Paladin,AFR,Adventures in the Forgotten Realms,38,normal,common,1,60360,a2c06b6e-faf5-467d-bfe1-9ff00be9e2f5,0.29,false,false,near_mint,en,AUD,2026-09-05T12:28:19.496Z
Paladin's Shield,AFR,Adventures in the Forgotten Realms,30,normal,common,1,60192,2e13b103-202f-41d7-a855-a6807e5fb4b7,0.24,false,false,near_mint,en,AUD,2026-09-05T12:28:19.497Z
Potion of Healing,AFR,Adventures in the Forgotten Realms,34,normal,common,1,60454,d5edb608-c7d7-4fa9-b969-262c9789fc17,0.42,false,false,near_mint,en,AUD,2026-09-05T12:28:19.498Z
Dwarfhold Champion,AFR,Adventures in the Forgotten Realms,14,normal,common,1,60179,2404a028-05f5-469b-80e0-e820721ff266,0.26,false,false,near_mint,en,AUD,2026-09-05T12:28:19.501Z
Delver's Torch,AFR,Adventures in the Forgotten Realms,10,normal,common,1,60237,53df7b80-71bf-4013-ad44-f76eae8ac81b,0.28,false,false,near_mint,en,AUD,2026-09-05T12:28:19.502Z
Dawnbringer Cleric,AFR,Adventures in the Forgotten Realms,9,normal,common,1,60416,c00856f7-fef5-4ba5-9079-59a81d452c82,0.25,false,false,near_mint,en,AUD,2026-09-05T12:28:19.503Z
Warlock Class,AFR,Adventures in the Forgotten Realms,125,normal,uncommon,1,60395,b7faf899-96b7-454e-b634-6684c2d72f26,0.25,false,false,near_mint,en,AUD,2026-09-05T12:28:19.509Z
Hoard Robber,AFR,Adventures in the Forgotten Realms,110,normal,common,1,60393,b723d9cd-05f5-4894-9f2b-52a434a3019c,0.39,false,false,near_mint,en,AUD,2026-09-05T12:28:19.512Z
Evolving Wilds,AFR,Adventures in the Forgotten Realms,256,normal,common,1,60284,71afb548-691d-4c72-b369-85f9b451c71d,0.29,false,false,near_mint,en,AUD,2026-09-05T12:28:19.513Z
Spiked Pit Trap,AFR,Adventures in the Forgotten Realms,251,normal,common,1,60247,59fbf45a-23b4-4d06-abd9-4cc3895cb29d,0.32,false,false,near_mint,en,AUD,2026-09-05T12:28:19.514Z
Spare Dagger,AFR,Adventures in the Forgotten Realms,250,normal,common,1,60374,ab6b0291-00f8-45bf-9f3a-ee43739c2b77,0.29,false,false,near_mint,en,AUD,2026-09-05T12:28:19.515Z
Greataxe,AFR,Adventures in the Forgotten Realms,245,normal,common,1,60484,e840aef6-eec4-40dd-bbc4-6fd0b2b57805,0.28,false,false,near_mint,en,AUD,2026-09-05T12:28:19.516Z
Hunter's Mark,AFR,Adventures in the Forgotten Realms,188,normal,uncommon,1,60259,62023c58-8b94-4a81-a259-a047e1edd342,0.22,false,false,near_mint,en,AUD,2026-09-05T12:28:19.519Z
Sylvan Shepherd,AFR,Adventures in the Forgotten Realms,206,normal,common,1,60433,c7d608fb-35b0-498e-988a-f53986b59dd2,0.24,false,false,near_mint,en,AUD,2026-09-05T12:28:19.520Z
Spoils of the Hunt,AFR,Adventures in the Forgotten Realms,205,normal,common,1,60157,10dfdfd4-8621-40ef-a60f-74e9c107bbaf,0.07,false,false,near_mint,en,AUD,2026-09-05T12:28:19.521Z
Find the Path,AFR,Adventures in the Forgotten Realms,183,normal,common,1,60249,5afe37a0-ccc3-467a-b787-304465b38355,0.33,false,false,near_mint,en,AUD,2026-09-05T12:28:19.522Z
Dire Wolf Prowler,AFR,Adventures in the Forgotten Realms,179,normal,common,1,60231,4ab4769d-31ba-40d3-9375-494b93f01183,0.24,false,false,near_mint,en,AUD,2026-09-05T12:28:19.523Z
Circle of the Moon Druid,AFR,Adventures in the Forgotten Realms,177,normal,common,1,60280,700c9ed8-6bfe-4f1e-855a-5f31e0d2fc9b,0.26,false,false,near_mint,en,AUD,2026-09-05T12:28:19.524Z
You Find a Cursed Idol,AFR,Adventures in the Forgotten Realms,213,normal,common,1,60497,efb5671a-942a-4730-9756-32fe600e0528,0.35,false,false,near_mint,en,AUD,2026-09-05T12:28:19.525Z
Ranger's Longbow,AFR,Adventures in the Forgotten Realms,203,normal,common,1,60203,34c99b32-353c-4930-a6ee-3fb44cf70253,0.33,false,false,near_mint,en,AUD,2026-09-05T12:28:19.526Z
Neverwinter Dryad,AFR,Adventures in the Forgotten Realms,195,normal,common,1,60480,e64d7cc7-bbdd-4db3-906e-a2f7672e0f67,0.29,false,false,near_mint,en,AUD,2026-09-05T12:28:19.527Z
Neverwinter Dryad,AFR,Adventures in the Forgotten Realms,329,normal,common,1,60127,01234d4c-ff3d-40a8-8404-9790d3ee3620,0.22,false,false,near_mint,en,AUD,2026-09-05T12:28:19.528Z
Critical Hit,AFR,Adventures in the Forgotten Realms,137,normal,uncommon,1,60446,d2e9aaaf-0b51-4721-b75c-923892a41743,0.35,false,false,near_mint,en,AUD,2026-09-05T12:28:19.536Z
Hired Hexblade,AFR,Adventures in the Forgotten Realms,109,normal,common,1,60418,c23cbf01-90d0-4962-92d5-5e1566e8ef4b,0.11,false,false,near_mint,en,AUD,2026-09-05T12:28:19.549Z
Grim Wanderer,AFR,Adventures in the Forgotten Realms,107,normal,uncommon,1,60473,e339f0f7-a79d-4947-a9c4-b9a0949dd06a,0.28,false,false,near_mint,en,AUD,2026-09-05T12:28:19.550Z
Dungeon Crawler,AFR,Adventures in the Forgotten Realms,99,normal,uncommon,1,60217,4138b66d-cf18-42a5-8522-241bd3969624,0.3,false,false,near_mint,en,AUD,2026-09-05T12:28:19.552Z
Goblin Javelineer,AFR,Adventures in the Forgotten Realms,318,normal,common,2,60149,0bf573ba-6471-434b-88fd-c9caa539515a,0.21,false,false,near_mint,en,AUD,2026-09-05T12:28:19.436Z
Farideh's Fireball,AFR,Adventures in the Forgotten Realms,142,normal,common,3,60243,57a46987-f05a-4b83-af56-f18000874e65,0.33,false,false,near_mint,en,AUD,2026-09-05T12:28:19.437Z
Swarming Goblins,AFR,Adventures in the Forgotten Realms,162,normal,common,2,60260,623c1d1b-69a4-4bc4-b388-17a7600fd960,0.4,false,false,near_mint,en,AUD,2026-09-05T12:28:19.438Z
Valor Singer,AFR,Adventures in the Forgotten Realms,165,normal,common,4,60321,89bc162c-bdf1-43f7-882f-d8cee4f3f415,0.18,false,false,near_mint,en,AUD,2026-09-05T12:28:19.439Z
Goblin Javelineer,AFR,Adventures in the Forgotten Realms,144,normal,common,2,60448,d32b3f1b-40cb-413d-adb9-0809e4a2abdd,0.24,false,false,near_mint,en,AUD,2026-09-05T12:28:19.440Z
Hobgoblin Captain,AFR,Adventures in the Forgotten Realms,148,normal,common,2,60514,f7c0aa86-fd3b-4e0f-9d37-ce1ea8922243,0.22,false,false,near_mint,en,AUD,2026-09-05T12:28:19.441Z
Dueling Rapier,AFR,Adventures in the Forgotten Realms,140,normal,common,2,60421,c304118a-c83b-490a-b0e2-721734a996ee,0.3,false,false,near_mint,en,AUD,2026-09-05T12:28:19.442Z
Boots of Speed,AFR,Adventures in the Forgotten Realms,133,normal,common,3,60463,db6d9913-3d4f-4f47-ba3a-6586a50ddbd7,0.33,false,false,near_mint,en,AUD,2026-09-05T12:28:19.443Z
Armory Veteran,AFR,Adventures in the Forgotten Realms,130,normal,common,2,60218,4177f57e-c239-47e8-ae50-5f593f6d54ec,0.25,false,false,near_mint,en,AUD,2026-09-05T12:28:19.446Z
Brazen Dwarf,AFR,Adventures in the Forgotten Realms,134,normal,common,2,60205,3658e65b-df54-4327-9104-c2f3dd65df85,0.29,false,false,near_mint,en,AUD,2026-09-05T12:28:19.447Z
Earth-Cult Elemental,AFR,Adventures in the Forgotten Realms,141,normal,common,3,60518,fa05f317-b2f8-4eea-951b-0c374774764b,0.29,false,false,near_mint,en,AUD,2026-09-05T12:28:19.448Z
Hoarding Ogre,AFR,Adventures in the Forgotten Realms,146,normal,common,4,60469,df39eaac-b13f-4cb3-960d-8f7a0d590663,0.37,false,false,near_mint,en,AUD,2026-09-05T12:28:19.449Z
You Come to the Gnoll Camp,AFR,Adventures in the Forgotten Realms,168,normal,common,4,60151,0e893613-423e-409b-9334-292bd252405b,0.33,false,false,near_mint,en,AUD,2026-09-05T12:28:19.454Z
Price of Loyalty,AFR,Adventures in the Forgotten Realms,159,normal,common,2,60225,47634528-cc34-406a-8572-812a41d6a86a,0.39,false,false,near_mint,en,AUD,2026-09-05T12:28:19.455Z
Herald of Hadar,AFR,Adventures in the Forgotten Realms,108,normal,common,3,60404,baa74204-2593-4468-856d-a5791336126a,0.3,false,false,near_mint,en,AUD,2026-09-05T12:28:19.466Z
Zombie Ogre,AFR,Adventures in the Forgotten Realms,129,normal,common,4,60451,d4dbed36-190c-4748-b282-409a2fb5d134,0.26,false,false,near_mint,en,AUD,2026-09-05T12:28:19.469Z
Drider,AFR,Adventures in the Forgotten Realms,98,normal,uncommon,3,60408,bbc06a88-1eb6-4edb-8f03-d8274560cc41,0.43,false,false,near_mint,en,AUD,2026-09-05T12:28:19.470Z
Grim Bounty,AFR,Adventures in the Forgotten Realms,106,normal,common,2,60400,b98e0ab1-dea8-492b-a712-2057f2b1d020,0.22,false,false,near_mint,en,AUD,2026-09-05T12:28:19.473Z
Sepulcher Ghoul,AFR,Adventures in the Forgotten Realms,118,normal,common,3,60250,5b302bc8-683f-4a26-ab86-87eaa19dce4d,0.15,false,false,near_mint,en,AUD,2026-09-05T12:28:19.475Z
Thieves' Tools,AFR,Adventures in the Forgotten Realms,122,normal,common,2,60506,f50b922e-32dd-4645-b6f4-c07d1a0c70fc,0.3,false,false,near_mint,en,AUD,2026-09-05T12:28:19.477Z
Fates' Reversal,AFR,Adventures in the Forgotten Realms,102,normal,common,2,60164,19ff3d76-e985-4d8d-837e-89360cc23824,0.43,false,false,near_mint,en,AUD,2026-09-05T12:28:19.479Z
Black Dragon,AFR,Adventures in the Forgotten Realms,90,normal,uncommon,2,60372,aaca283a-39f1-4ae7-98fb-7821a927ef86,0.35,false,false,near_mint,en,AUD,2026-09-05T12:28:19.480Z
Ingenious Smith,AFR,Adventures in the Forgotten Realms,21,normal,uncommon,2,60188,2ad29773-7c1b-410d-9f69-7aa751f6ebca,0.22,false,false,near_mint,en,AUD,2026-09-05T12:28:19.499Z
+2 Mace,AFR,Adventures in the Forgotten Realms,1,normal,common,2,60486,e882c9f9-bf30-46b6-bedc-379d2c80e5cb,0.22,false,false,near_mint,en,AUD,2026-09-05T12:28:19.504Z
"Shessra, Death's Whisper",AFR,Adventures in the Forgotten Realms,231,normal,uncommon,2,60258,60ca5fef-af21-4e2b-9efa-61e08a638a1f,0.26,false,false,near_mint,en,AUD,2026-09-05T12:28:19.506Z
Yuan-Ti Fang-Blade,AFR,Adventures in the Forgotten Realms,128,normal,common,2,60366,a7e0e09c-ed43-4a37-85f2-c60bdfdb2624,0.24,false,false,near_mint,en,AUD,2026-09-05T12:28:19.508Z
Hill Giant Herdgorger,AFR,Adventures in the Forgotten Realms,187,normal,common,2,60389,b69315cc-c230-4704-9d66-411f624f3e49,0.17,false,false,near_mint,en,AUD,2026-09-05T12:28:19.517Z
Morkrut Behemoth,MID,Innistrad: Midnight Hunt,114,normal,common,1,63190,318fe8a2-a68a-4c7e-9581-ae6800826164,0.19,false,false,near_mint,en,AUD,2026-09-05T12:35:54.582Z
Bat Whisperer,MID,Innistrad: Midnight Hunt,86,normal,common,1,63222,4412c901-0ec8-437a-9d1e-ce318bbe2b03,0.32,false,false,near_mint,en,AUD,2026-09-05T12:35:54.583Z
No Way Out,MID,Innistrad: Midnight Hunt,116,normal,common,1,63460,d9ef6a68-60a4-4a20-8b57-8b7a7c5ed0c6,0.29,false,false,near_mint,en,AUD,2026-09-05T12:35:54.584Z
Arrogant Outlaw,MID,Innistrad: Midnight Hunt,84,normal,common,1,63229,496a9d45-6197-44b6-b0fc-17aeae281b2f,0.1,false,false,near_mint,en,AUD,2026-09-05T12:35:54.587Z
Siege Zombie,MID,Innistrad: Midnight Hunt,121,normal,common,1,63457,d94b5270-840b-4905-815a-057029d7352f,0.15,false,false,near_mint,en,AUD,2026-09-05T12:35:54.590Z
Novice Occultist,MID,Innistrad: Midnight Hunt,117,normal,common,1,63381,a541ac79-a969-42b4-b989-f6e37572ec90,0.35,false,false,near_mint,en,AUD,2026-09-05T12:35:54.591Z
Vampire Interloper,MID,Innistrad: Midnight Hunt,125,normal,common,1,63428,c3e2ea59-36f1-4e95-bfe8-7008b085194f,0.24,false,false,near_mint,en,AUD,2026-09-05T12:35:54.592Z
Ecstatic Awakener // Awoken Demon,MID,Innistrad: Midnight Hunt,100,normal,common,1,63415,bbdad18e-e262-41f9-b252-1cbdcdd1b5f9,0.26,false,false,near_mint,en,AUD,2026-09-05T12:35:54.593Z
Drownyard Amalgam,MID,Innistrad: Midnight Hunt,50,normal,common,1,63299,71b05d44-d987-45e1-bbd9-842dbe58c2b5,0.25,false,false,near_mint,en,AUD,2026-09-05T12:35:54.596Z
